7018	9	4	11.4
1005	115	16	10.42
995	756	3	12.2
863	148	32	132.72
4060	121	4	8.88
676	16	18	48.18
1445	113	18	26.95
102	966	39	8.48
129	1811	7	9.62
157	1163	6	9.13
890	121	14	12.79
12	10716	3	7.09
111	2353	11	13.26
10096	411	3	26.9
101	5331	8	10.23
6926	115	3	6.84
895	1535	4	22.87
676	9	23	19.38
186	105	200	12.81
254	127	35	12.47
124	516	16	7.08
111	2277	12	16.58
238	864	5	10.52
1306	127	20	49.15
662	788	4	15.7
9	1973	8	7.85
217	1369	4	8.21
105	2638	12	7.41
650	438	5	14.78
6236	340	7	71.05
3697	285	3	14.81
138	703	10	8.78
131	5324	6	26.86
1015	402	4	13.66
106	9109	3	7.83
158	624	10	13.64
111	4269	6	9.99
6408	281	3	18.92
266	1306	4	10.33
248	2177	3	8.88
907	1625	4	24.82
854	909	3	12.38
2049	167	5	12.58
4362	118	6	16.55
695	108	35	10.13
12	115	1153	20.38
2679	102	15	6.82
1678	108	18	12.18
8	1192	11	7.52
504	583	7	25.91
445	5792	8	87.69
133	155	70	28.65
4823	142	3	8.64
108	522	47	14.75
8121	108	4	7.21
813	10336	4	48.37
168	169	36	19.4
402	889	3	7.64
2478	125	6	9.73
818	944	6	32.27
454	103	81	47.34
172	2708	3	6.8
3963	117	5	8.83
108	574	61	50.92
1056	301	3	6.81
426	346	6	12.11
12	230	157	19.83
316	627	5	10.53
108	402	51	7.54
119	1044	13	11.16
360	427	5	8.65
229	2171	3	8.37
151	649	10	12.06
215	1061	4	6.83
2626	234	3	10.37
2426	2518	3	25.95
1212	289	3	7.1
12	289	108	18.37
354	253	7	7.85
586	998	3	10.53
458	2788	5	31.79
5158	7768	4	68.29
209	2256	3	7.28
159	452	15	20.05
494	2779	5	33.63
133	324	22	12.1
245	442	6	7.18
5229	300	3	17.95
105	707	40	11.21
581	379	4	9.19
674	339	4	7.88
859	395	4	11.38
1545	3273	3	26.17
222	469	14	33.14
116	11243	3	13.75
130	674	14	9.8
298	8736	3	22.33
158	2521	6	20
543	345	5	9.95
565	720	3	8.16
105	639	42	9.95
120	266	101	177.57
171	657	9	12.96
1373	729	3	13.56
859	471	3	8.35
1360	1045	3	16.55
120	6473	3	6.63
12	8991	4	9.46
1241	273	4	10.35
1312	256	4	10.02
562	1846	3	13.53
1913	106	17	10.53
397	489	4	7.36
130	6872	4	15.38
1415	8	10	6.78
2020	111	11	10.93
106	12449	3	7.83
182	559	8	9.48
407	2757	3	14.87
228	116	58	11.43
185	1213	7	18.06
148	512	10	9.33
5340	129	3	7.1
208	109	159	60.37
2539	160	4	9.41
412	311	5	6.69
11960	12	3	7.09
2121	707	4	24.01
1906	418	4	19.52
326	2185	3	11.64
155	1032	6	7.89
105	11313	3	7.51
8477	109	4	8.54
11014	107	3	8.14
1650	2943	3	27.73
106	367	100	54.48
1369	334	3	8.81
685	345	4	8.32
572	1029	3	10.57
255	2235	3	9.87
3088	273	3	12.43
192	8308	5	40.77
125	2609	6	10.82
2884	286	3	13.17
721	300	4	7.82
260	2600	3	10.63
205	2614	4	14.16
2101	365	3	12.23
120	12792	3	15.57
252	1955	5	18.55
4284	12	8	8.22
412	161	10	6.71
1361	2	7	8.45
112	143	425	581.08
246	1599	3	6.65
1636	104	23	10.43
200	1190	7	18.16
3698	124	4	7.84
2156	106	17	15.09
189	111	101	8.63
105	11193	3	7.51
196	5732	3	14.34
665	119	44	106.19
249	181	15	8.89
3505	12	9	6.69
556	138	14	13.42
943	101	47	8.42
356	122	28	13.96
342	564	6	15.34
12601	414	3	32.36
7139	8	3	7.54
1619	156	8	21.32
7095	119	3	7.44
770	5811	3	27.04
121	932	12	9.01
592	12	43	10.97
1512	12	22	10.16
135	174	59	27.27
1166	4	3	16.15
4159	134	4	10.31
6660	101	6	7.67
4638	109	6	7.94
7442	2480	3	35.72
6212	114	4	9.01
1454	124	9	10.71
1382	8	11	7.87
185	598	9	15.72
2958	14	5	9.09
127	176	78	32.35
1658	172	5	11.16
9	2498	6	6.91
4979	122	6	21.2
703	138	10	8.78
749	483	3	7.36
185	530	10	16.7
103	8876	4	9.6
283	1572	4	13.15
2	512	12	7.19
6329	124	3	8.63
667	12	61	44.05
123	4752	4	9.68
268	2280	5	21.52
3070	168	3	7.68
290	140	19	7.5
106	11662	3	7.83
10758	12	3	7.09
131	707	12	9.2
2067	637	5	31.09
1232	295	5	17.13
115	1253	12	6.68
101	674	65	8.85
110	1038	19	10.56
1281	358	3	8.57
2402	300	3	11.55
466	309	6	12.02
101	614	74	17.88
925	343	7	29.37
1198	365	3	7.98
5382	133	3	8.48
14	1225	10	11.31
827	8	21	20.3
1584	206	5	12.96
399	823	3	7.06
140	143	52	7.25
389	178	10	7.92
103	3072	11	8.63
246	152	20	8.67
149	1944	6	14.96
606	759	5	20.4
160	111	165	32.96
12	5714	6	6.65
109	126	1046	1255.81
2439	492	4	23.47
1895	101	28	17.7
389	122	24	10.08
206	4	5	10.31
1397	133	7	8.54
121	1774	8	9.55
103	3124	11	11.88
172	1114	5	7.58
109	174	257	144.06
2042	109	12	7.35
108	4082	7	8.14
264	1689	3	7.59
1889	697	3	15.08
136	4927	3	9.87
125	3221	5	9.42
12967	106	3	7.83
295	662	4	7.29
9232	106	4	10.43
570	3879	3	19.49
116	2066	11	15.79
370	2091	4	18.12
495	399	4	7.37
4704	295	3	16.73
10290	2	3	14.44
219	2006	6	23.67
595	356	4	7.75
8699	1223	3	31.97
10604	103	4	9.6
108	11695	3	8.76
1898	658	3	15.21
518	409	5	12.15
111	3561	6	6.92
996	649	3	10.64
753	285	4	7.6
1311	436	3	9.85
420	1079	8	40.14
161	5611	3	11.86
2280	268	5	21.52
104	1005	33	7.1
13	5881	4	22.06
328	202	29	78.44
147	180	49	42.24
134	5570	3	8.51
8247	103	5	12
211	594	7	10.18
480	146	11	9.23
440	102	108	40.81
144	1530	5	6.95
181	193	25	15.42
368	113	38	14.56
132	1840	6	7.4
17	142	29	25.17
328	130	46	59.93
4753	141	3	8.05
147	117	110	14.81
2112	1880	3	23
895	214	6	13.66
217	105	165	22.96
221	127	74	80.04
179	3051	4	13.1
154	3756	3	8.76
1002	205	7	16.73
904	3718	3	22.67
114	153	144	31.31
440	171	16	25.45
539	1152	3	10.73
3020	186	3	8.22
164	765	7	7.69
7157	1669	6	82.14
661	1302	4	18.78
12	1456	22	11.06
6267	12662	3	51.7
108	7423	4	7.21
156	604	11	14.86
