7815	1
6481	2
15855	3
996	4
11498	5
216	6
2396	7
10049	8
172	9
89	10
284	11
4254	12
7824	13
246	14
2833	15
12294	16
2030	17
11501	18
14816	19
16572	20
3274	21
7640	22
11426	23
7793	24
1706	25
1678	26
11858	27
1675	28
13598	29
260	30
15828	31
7289	32
7475	33
2133	34
1723	35
11131	36
13	37
5008	38
2919	39
6332	40
13	41
78	42
3629	43
7457	44
100	45
2625	46
5013	47
11385	48
16333	49
3197	50
5608	51
257	52
11553	53
13	54
3544	55
198	56
4768	57
3177	58
3114	59
3031	60
15124	61
3177	62
391	63
1871	64
13144	65
2164	66
12896	67
7252	68
149	69
4594	70
16334	71
3296	72
7898	73
391	74
13701	75
9436	76
7571	77
9429	78
4480	79
13330	80
11780	81
10157	82
14318	83
12022	84
5768	85
9920	86
10704	87
4988	88
9486	89
927	90
184	91
66	92
389	93
11804	94
5294	95
11316	96
1006	97
274	98
1174	99
6916	100
7398	101
1051	102
2834	103
873	104
3430	105
10952	106
2501	107
2769	108
10540	109
9566	110
10684	111
1941	112
1039	113
9307	114
1039	115
11800	116
10301	117
4452	118
14834	119
6162	120
1779	121
7667	122
6787	123
2837	124
389	125
12161	126
15431	127
12494	128
4699	129
731	130
2381	131
2442	132
8676	133
4251	134
14814	135
11842	136
3725	137
271	138
502	139
15084	140
9164	141
11130	142
5510	143
7319	144
5425	145
5551	146
6544	147
11211	148
318	149
4957	150
1855	151
16225	152
8836	153
48	154
773	155
13974	156
3522	157
13690	158
7492	159
9646	160
11165	161
2770	162
16665	163
14857	164
6654	165
14913	166
12503	167
13435	168
10438	169
15038	170
10536	171
2502	172
10989	173
6265	174
11494	175
6816	176
6102	177
3342	178
15136	179
7448	180
4380	181
116	182
787	183
2879	184
11952	185
9422	186
3965	187
4578	188
2740	189
448	190
583	191
12123	192
746	193
1224	194
15478	195
4957	196
14365	197
12265	198
11361	199
14225	200
4555	201
2647	202
12344	203
8449	204
16129	205
6443	206
6917	207
2172	208
6594	209
2172	210
14980	211
11280	212
14038	213
6303	214
130	215
8151	216
5358	217
5164	218
11954	219
10851	220
15332	221
2658	222
15470	223
4551	224
10876	225
3885	226
10389	227
2337	228
12346	229
9974	230
4007	231
8039	232
11996	233
15338	234
1201	235
10296	236
393	237
7330	238
4636	239
3030	240
13742	241
15693	242
253	243
533	244
3930	245
9912	246
391	247
2846	248
11471	249
1022	250
14289	251
3514	252
14861	253
12156	254
15768	255
533	256
6970	257
10032	258
3034	259
7799	260
2401	261
1022	262
6615	263
116	264
15815	265
7525	266
6025	267
4473	268
250	269
453	270
2164	271
11702	272
10190	273
12468	274
3303	275
8373	276
14805	277
11423	278
180	279
14856	280
594	281
5139	282
1022	283
11223	284
6139	285
717	286
1469	287
552	288
3920	289
4531	290
10833	291
13781	292
8407	293
10752	294
8933	295
14675	296
10194	297
5145	298
13759	299
11408	300
6879	301
604	302
1022	303
3249	304
5018	305
5231	306
5394	307
2401	308
4262	309
1800	310
13290	311
4345	312
9831	313
5622	314
393	315
7588	316
78	317
149	318
8505	319
9799	320
246	321
8294	322
10121	323
571	324
3434	325
5148	326
3013	327
8456	328
6471	329
651	330
2386	331
321	332
2853	333
13299	334
606	335
3774	336
7518	337
17	338
9251	339
1258	340
767	341
10072	342
1785	343
346	344
2212	345
1107	346
1002	347
546	348
1115	349
4817	350
4737	351
14791	352
1306	353
801	354
571	355
11	356
183	357
4317	358
4317	359
13471	360
2386	361
3289	362
660	363
660	364
660	365
660	366
369	367
16599	368
6659	369
233	370
758	371
3858	372
3595	373
4491	374
1063	375
295	376
2385	377
12481	378
4152	379
2188	380
1395	381
1997	382
2901	383
313	384
1395	385
65	386
65	387
248	388
44	389
4057	390
2661	391
245	392
13098	393
14827	394
6340	395
36	396
5754	397
4347	398
14	399
780	400
8435	401
570	402
3400	403
1784	404
570	405
4320	406
628	407
549	408
2414	409
1519	410
12811	411
3623	412
890	413
4432	414
2142	415
7867	416
13492	417
321	418
79	419
16515	420
1519	421
12523	422
233	423
178	424
55	425
233	426
233	427
440	428
440	429
2532	430
11872	431
478	432
7821	433
12482	434
429	435
341	436
4533	437
8372	438
6602	439
13387	440
12005	441
12886	442
2886	443
3470	444
490	445
4910	446
4357	447
4130	448
442	449
2260	450
16161	451
11480	452
15686	453
12508	454
4169	455
79	456
3321	457
7049	458
4225	459
758	460
14300	461
527	462
706	463
4952	464
8932	465
14112	466
14767	467
228	468
4517	469
12505	470
7072	471
1643	472
7684	473
1645	474
4320	475
12372	476
82	477
4225	478
176	479
12188	480
3447	481
3655	482
6204	483
1519	484
5177	485
16067	486
1288	487
189	488
3632	489
3820	490
17	491
1956	492
366	493
40	494
2184	495
1187	496
442	497
1145	498
2228	499
551	500
2127	501
837	502
16062	503
325	504
532	505
10994	506
1867	507
5447	508
1564	509
917	510
917	511
4784	512
3442	513
4212	514
13670	515
3452	516
9009	517
4329	518
13089	519
3118	520
786	521
6503	522
2558	523
958	524
9746	525
5344	526
2512	527
15119	528
2100	529
1537	530
79	531
4330	532
4012	533
13985	534
2645	535
12466	536
2385	537
2149	538
13778	539
854	540
12068	541
237	542
1590	543
2948	544
1555	545
1371	546
1342	547
142	548
853	549
1167	550
823	551
644	552
2087	553
6528	554
13957	555
3361	556
74	557
1393	558
7726	559
3073	560
4121	561
10240	562
2335	563
27	564
1198	565
67	566
446	567
728	568
674	569
2971	570
7238	571
99	572
16710	573
3453	574
5939	575
2672	576
36	577
1847	578
1760	579
750	580
2346	581
364	582
1586	583
13017	584
521	585
136	586
16793	587
7627	588
2863	589
152	590
3123	591
203	592
3453	593
10455	594
5567	595
2752	596
709	597
754	598
302	599
14570	600
24	601
17	602
7919	603
974	604
2605	605
1023	606
12782	607
4981	608
5708	609
4327	610
11	611
1530	612
1815	613
12300	614
2178	615
15525	616
1130	617
8784	618
56	619
458	620
891	621
15320	622
8531	623
60	624
1207	625
4286	626
12920	627
746	628
5108	629
15071	630
9560	631
12601	632
1058	633
14455	634
13707	635
3161	636
8348	637
8302	638
2070	639
3577	640
965	641
14150	642
3029	643
405	644
11205	645
10903	646
2565	647
6095	648
1386	649
262	650
4788	651
2181	652
15890	653
789	654
1805	655
428	656
5460	657
1389	658
16691	659
11958	660
558	661
7862	662
9768	663
3676	664
1581	665
15705	666
5124	667
5241	668
2978	669
3364	670
8498	671
8272	672
1228	673
5139	674
314	675
5233	676
1377	677
671	678
4142	679
1497	680
5502	681
14936	682
2676	683
430	684
779	685
402	686
4702	687
885	688
1468	689
2061	690
3586	691
3606	692
14330	693
1986	694
1371	695
561	696
659	697
282	698
16383	699
3707	700
14638	701
1918	702
3674	703
608	704
1599	705
16831	706
2061	707
5246	708
138	709
54	710
8616	711
632	712
2428	713
1041	714
10329	715
874	716
1696	717
16126	718
4536	719
6024	720
1625	721
675	722
15040	723
367	724
6237	725
602	726
4979	727
10078	728
6670	729
1260	730
3364	731
13375	732
1617	733
208	734
886	735
728	736
4444	737
705	738
10811	739
8792	740
2424	741
12111	742
2510	743
1119	744
12754	745
9025	746
6072	747
16520	748
16	749
6485	750
1374	751
263	752
3882	753
8173	754
263	755
4051	756
80	757
1762	758
841	759
3226	760
263	761
845	762
11982	763
291	764
7609	765
903	766
250	767
8144	768
15484	769
1	770
13862	771
27	772
163	773
263	774
1098	775
5691	776
650	777
3078	778
2269	779
1762	780
16415	781
7195	782
7663	783
4833	784
3605	785
14098	786
263	787
1426	788
8068	789
5545	790
2246	791
28	792
15291	793
4388	794
1407	795
5584	796
165	797
1615	798
528	799
31	800
3617	801
5184	802
13107	803
339	804
944	805
305	806
288	807
123	808
5424	809
2135	810
766	811
71	812
1353	813
1088	814
5700	815
10053	816
3042	817
4324	818
10054	819
3824	820
7636	821
14476	822
2808	823
15197	824
43	825
4767	826
15807	827
1617	828
9123	829
10	830
493	831
14334	832
7277	833
7639	834
704	835
6613	836
2328	837
2102	838
12529	839
11546	840
11288	841
4869	842
3733	843
16701	844
5884	845
16622	846
4509	847
4840	848
1678	849
1018	850
84	851
1500	852
8746	853
1072	854
1838	855
5017	856
1079	857
1168	858
12827	859
7814	860
7653	861
352	862
2356	863
2364	864
15330	865
1230	866
13569	867
1764	868
414	869
5615	870
77	871
1410	872
615	873
13028	874
1976	875
425	876
2445	877
315	878
3827	879
261	880
15838	881
579	882
704	883
13602	884
1322	885
1591	886
5112	887
194	888
13178	889
3709	890
15314	891
15947	892
2306	893
2315	894
4325	895
7720	896
8010	897
989	898
66	899
5314	900
15008	901
540	902
2700	903
217	904
10568	905
145	906
221	907
16715	908
